Orden;Tipo de Registro;Nemo;ISIN;Numero Emisión;Estado;Fecha Registro;Fecha de Emisión;Fecha de Vencimiento;Periodicidad;Modalidad;Días al vencimiento;Moneda;Tipo Tasa;Tipo Tasa Referencia;Spread;Tipo de Calculo;Base de calculo;Precio;Fecha Ultimo Precio;Ultimo precio;Código ISIN2;Precio Limpio;Código ISIN3;TIR;Duracion ;Duracion Modificada ;Convexidad ;Cupon Corrido ;Margen;Calificación ;CALIF;CLASE;Especie;Emisor;Entidad;Rango Plazo;indicador;indicador2;Indicador Calif
18700;D;BPEMINHTA3;COL17CB06XS6;0;A;06/04/2016;19/09/2003;20/02/2026;P;V;3605;COP;3;ICP;3;2;0;221,357;;0;;221,357;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
18701;D;BPEMINHTA3;COL17CB06XT4;0;A;06/04/2016;19/09/2003;18/10/2016;P;V;195;COP;3;ICP;3;2;0;252,803;;0;;252,803;;10,4;0;0;0;0;2,2407;NACIO;N;;;;;;;;
18702;D;BPEMINHTA4;COL17CB06XU2;0;A;06/04/2016;19/09/2003;30/09/2017;P;V;542;COP;3;ICP;4;2;0;290,023;;0;;290,023;;10,787;0;0;0;0;2,5998;NACIO;N;;;;;;;;
18703;D;BPEMINHTA3;COL17CB06XW8;0;A;06/04/2016;19/09/2003;09/01/2021;P;V;1738;COP;3;ICP;3;2;0;237,995;;0;;237,995;;12,532;0;0;0;0;4,2153;NACIO;N;;;;;;;;
18704;D;BPEMINHTA4;COL17CB06XX6;0;A;06/04/2016;19/09/2003;15/04/2021;P;V;1834;COP;3;ICP;4;2;0;278,964;;0;;278,964;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
18705;D;BPEMINHTA4;COL17CB06XY4;0;A;06/04/2016;19/09/2003;08/12/2034;P;V;6816;COP;3;ICP;4;2;0;196,167;;0;;196,167;;14,541;0;0;0;0;6,0757;NACIO;N;;;;;;;;
18706;D;BPEMINHTA4;COL17CB06XZ1;0;A;06/04/2016;19/09/2003;05/04/2023;P;V;2554;COP;3;ICP;4;2;0;271,076;;0;;271,076;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
18707;D;BPEMINHTA4;COL17CB06Y01;0;A;06/04/2016;19/09/2003;04/12/2026;P;V;3892;COP;3;ICP;4;2;0;272,58;;0;;272,58;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
18708;D;BPEMINHTA4;COL17CB06Y19;0;A;06/04/2016;19/09/2003;31/03/2022;P;V;2184;COP;3;ICP;4;2;0;277,931;;0;;277,931;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
18709;D;BPEMINHTA4;COL17CB06Y27;0;A;06/04/2016;19/09/2003;24/07/2023;P;V;2664;COP;3;ICP;4;2;0;268,598;;0;;268,598;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
18710;D;BPEMINHTA4;COL17CB06Y35;0;A;06/04/2016;19/09/2003;25/08/2023;P;V;2696;COP;3;ICP;4;2;0;268,38;;0;;268,38;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
18711;D;BPEMINHTA4;COL17CB06Y43;0;A;06/04/2016;19/09/2003;17/05/2023;P;V;2596;COP;3;ICP;4;2;0;269,006;;0;;269,006;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
18712;D;BPEMINHTA4;COL17CB06Y50;0;A;06/04/2016;19/09/2003;16/11/2024;P;V;3144;COP;3;ICP;4;2;0;281,915;;0;;281,915;;12,396;0;0;0;0;4,0901;NACIO;N;;;;;;;;
18713;D;BPEMINHTA4;COL17CB06Y68;0;A;06/04/2016;19/09/2003;20/11/2027;P;V;4243;COP;3;ICP;4;2;0;267,257;;0;;267,257;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
18714;D;BPEMINHTA4;COL17CB06Y76;0;A;06/04/2016;19/09/2003;24/12/2024;P;V;3182;COP;3;ICP;4;2;0;281,87;;0;;281,87;;12,397;0;0;0;0;4,0901;NACIO;N;;;;;;;;
18715;D;BPEMINHTA4;COL17CB06Y84;0;A;06/04/2016;19/09/2003;14/06/2030;P;V;5179;COP;3;ICP;4;2;0;239,378;;0;;239,378;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
18716;D;BPEMINHTA4;COL17CB06Y92;0;A;06/04/2016;19/09/2003;09/11/2029;P;V;4962;COP;3;ICP;4;2;0;254,162;;0;;254,162;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
18717;D;BPEMINHTA4;COL17CB06YA2;0;A;06/04/2016;19/09/2003;19/01/2032;P;V;5763;COP;3;ICP;4;2;0;234,688;;0;;234,688;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
18718;D;BPEMINHTA4;COL17CB06YB0;0;A;06/04/2016;19/09/2003;26/11/2021;P;V;2059;COP;3;ICP;4;2;0;278,253;;0;;278,253;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
18719;D;BPEMINHTA4;COL17CB06YC8;0;A;06/04/2016;19/09/2003;05/08/2021;P;V;1946;COP;3;ICP;4;2;0;278,6;;0;;278,6;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
18720;D;BPEMINHTA4;COL17CB06YD6;0;A;06/04/2016;19/09/2003;29/09/2020;P;V;1636;COP;3;ICP;4;2;0;281,543;;0;;281,543;;12,532;0;0;0;0;4,2153;NACIO;N;;;;;;;;
18721;D;BPEMINHTA4;COL17CB06YE4;0;A;06/04/2016;19/09/2003;01/06/2023;P;V;2611;COP;3;ICP;4;2;0;268,905;;0;;268,905;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
18722;D;BPEMINHTA4;COL17CB06YF1;0;A;06/04/2016;19/09/2003;21/06/2025;P;V;3361;COP;3;ICP;4;2;0;275,55;;0;;275,55;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
18723;D;BPEMINHTA4;COL17CB06YG9;0;A;06/04/2016;19/09/2003;25/05/2026;P;V;3699;COP;3;ICP;4;2;0;273,192;;0;;273,192;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
18724;D;BPEMINHTA4;COL17CB06YH7;0;A;06/04/2016;19/09/2003;20/06/2027;P;V;4090;COP;3;ICP;4;2;0;267,906;;0;;267,906;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
18725;D;BPEMINHTA4;COL17CB06YI5;0;A;06/04/2016;19/09/2003;02/06/2028;P;V;4437;COP;3;ICP;4;2;0;257,243;;0;;257,243;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
18726;D;BPEMINHTA3;COL17CB06YJ3;0;A;06/04/2016;19/09/2003;16/09/2030;P;V;5273;COP;3;ICP;3;2;0;183,821;;0;;183,821;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
18727;D;BPEMINHTA4;COL17CB06YK1;0;A;06/04/2016;19/09/2003;15/07/2026;P;V;3750;COP;3;ICP;4;2;0;273,042;;0;;273,042;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
18728;D;BPEMINHTA3;COL17CB06YL9;0;A;06/04/2016;19/09/2003;21/10/2033;P;V;6403;COP;3;ICP;3;2;0;160,532;;0;;160,532;;14,099;0;0;0;0;5,6668;NACIO;N;;;;;;;;
18729;D;BPEMINHTA4;COL17CB06YM7;0;A;06/04/2016;19/09/2003;20/02/2022;P;V;2145;COP;3;ICP;4;2;0;278,039;;0;;278,039;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
18730;D;BPEMINHTA3;COL17CB06YN5;0;A;06/04/2016;19/09/2003;08/12/2019;P;V;1341;COP;3;ICP;3;2;0;243,791;;0;;243,791;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
18731;D;BPEMINHTA3;COL17CB06YO3;0;A;06/04/2016;19/09/2003;13/07/2021;P;V;1923;COP;3;ICP;3;2;0;234,623;;0;;234,623;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
18732;D;BPEMINHTA4;COL17CB06YP0;0;A;06/04/2016;19/09/2003;18/09/2021;P;V;1990;COP;3;ICP;4;2;0;278,458;;0;;278,458;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
18733;D;BPEMINHTA4;COL17CB06YQ8;0;A;06/04/2016;19/09/2003;01/12/2023;P;V;2794;COP;3;ICP;4;2;0;267,824;;0;;267,824;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
18734;D;BPEMINHTA4;COL17CB06YR6;0;A;06/04/2016;19/09/2003;07/01/2026;P;V;3561;COP;3;ICP;4;2;0;274,945;;0;;274,945;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
18735;D;BPEMINHTA3;COL17CB06YS4;0;A;06/04/2016;19/09/2003;02/07/2026;P;V;3737;COP;3;ICP;3;2;0;219,132;;0;;219,132;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
18736;D;BPEMINHTA4;COL17CB06YT2;0;A;06/04/2016;19/09/2003;12/07/2026;P;V;3747;COP;3;ICP;4;2;0;273,054;;0;;273,054;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
18737;D;BPEMINHTA4;COL17CB06YU0;0;A;06/04/2016;19/09/2003;13/10/2030;P;V;5300;COP;3;ICP;4;2;0;238,377;;0;;238,377;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
18738;D;BPEMINHTA4;COL17CB06YV8;0;A;06/04/2016;19/09/2003;24/12/2030;P;V;5372;COP;3;ICP;4;2;0;237,787;;0;;237,787;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
18739;D;BPEMINHTA3;COL17CB06YW6;0;A;06/04/2016;19/09/2003;19/08/2030;P;V;5245;COP;3;ICP;3;2;0;184,129;;0;;184,129;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
18740;D;BPEMINHTA4;COL17CB06YX4;0;A;06/04/2016;19/09/2003;26/06/2030;P;V;5191;COP;3;ICP;4;2;0;239,29;;0;;239,29;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
18741;D;BPEMINHTA3;COL17CB06YY2;0;A;06/04/2016;19/09/2003;31/05/2030;P;V;5165;COP;3;ICP;3;2;0;185,031;;0;;185,031;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
18742;D;BPEMINHTA3;COL17CB06YZ9;0;A;06/04/2016;19/09/2003;16/11/2030;P;V;5334;COP;3;ICP;3;2;0;183,146;;0;;183,146;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
18743;D;BPEMINHTA3;COL17CB06Z00;0;A;06/04/2016;19/09/2003;12/04/2028;P;V;4386;COP;3;ICP;3;2;0;203,143;;0;;203,143;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
18744;D;BPEMINHTA4;COL17CB06Z42;0;A;06/04/2016;19/09/2003;22/11/2018;P;V;960;COP;3;ICP;4;2;0;292,07;;0;;292,07;;11,137;0;0;0;0;2,9236;NACIO;N;;;;;;;;
18745;D;BPEMINHTA4;COL17CB06Z59;0;A;06/04/2016;19/09/2003;31/05/2027;P;V;4070;COP;3;ICP;4;2;0;267,968;;0;;267,968;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
18746;D;BPEMINHTA4;COL17CB06Z67;0;A;06/04/2016;19/09/2003;13/02/2018;P;V;678;COP;3;ICP;4;2;0;290,516;;0;;290,516;;10,982;0;0;0;0;2,7802;NACIO;N;;;;;;;;
18747;D;BPEMINHTA4;COL17CB06Z75;0;A;06/04/2016;19/09/2003;10/01/2023;P;V;2469;COP;3;ICP;4;2;0;271,422;;0;;271,422;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
18748;D;BPEMINHTA4;COL17CB06Z83;0;A;06/04/2016;19/09/2003;28/08/2026;P;V;3794;COP;3;ICP;4;2;0;272,863;;0;;272,863;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
18749;D;BPEMINHTA4;COL17CB06Z91;0;A;06/04/2016;19/09/2003;01/05/2021;P;V;1850;COP;3;ICP;4;2;0;278,927;;0;;278,927;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
18750;D;BPEMINHTA4;COL17CB06ZA9;0;A;06/04/2016;19/09/2003;07/07/2022;P;V;2282;COP;3;ICP;4;2;0;272,464;;0;;272,464;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
18751;D;BPEMINHTA4;COL17CB06ZB7;0;A;06/04/2016;19/09/2003;14/03/2028;P;V;4357;COP;3;ICP;4;2;0;266,904;;0;;266,904;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
18752;D;BPEMINHTA4;COL17CB06ZC5;0;A;06/04/2016;19/09/2003;30/03/2030;P;V;5103;COP;3;ICP;4;2;0;253,404;;0;;253,404;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
18753;D;BPEMINHTA4;COL17CB06ZD3;0;A;06/04/2016;19/09/2003;24/05/2025;P;V;3333;COP;3;ICP;4;2;0;275,613;;0;;275,613;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
18754;D;BPEMINHTA4;COL17CB06ZE1;0;A;06/04/2016;19/09/2003;26/05/2029;P;V;4795;COP;3;ICP;4;2;0;255,172;;0;;255,172;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
18755;D;BPEMINHTA4;COL17CB06ZF8;0;A;06/04/2016;19/09/2003;15/12/2022;P;V;2443;COP;3;ICP;4;2;0;271,583;;0;;271,583;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
18756;D;BPEMINHTA4;COL17CB06ZG6;0;A;06/04/2016;19/09/2003;21/06/2030;P;V;5186;COP;3;ICP;4;2;0;239,327;;0;;239,327;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
18757;D;BPEMINHTA4;COL17CB06ZH4;0;A;06/04/2016;19/09/2003;01/10/2028;P;V;4558;COP;3;ICP;4;2;0;256,519;;0;;256,519;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
18758;D;BPEMINHTA4;COL17CB06ZI2;0;A;06/04/2016;19/09/2003;08/06/2022;P;V;2253;COP;3;ICP;4;2;0;272,602;;0;;272,602;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
18759;D;BPEMINHTA4;COL17CB06ZJ0;0;A;06/04/2016;19/09/2003;02/08/2022;P;V;2308;COP;3;ICP;4;2;0;272,302;;0;;272,302;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
18760;D;BPEMINHTA4;COL17CB06ZK8;0;A;06/04/2016;19/09/2003;27/07/2020;P;V;1572;COP;3;ICP;4;2;0;281,667;;0;;281,667;;12,532;0;0;0;0;4,2153;NACIO;N;;;;;;;;
18761;D;BPEMINHTA4;COL17CB06ZL6;0;A;06/04/2016;19/09/2003;05/10/2020;P;V;1642;COP;3;ICP;4;2;0;281,528;;0;;281,528;;12,532;0;0;0;0;4,2153;NACIO;N;;;;;;;;
18762;D;BPEMINHTA4;COL17CB06ZM4;0;A;06/04/2016;19/09/2003;12/07/2023;P;V;2652;COP;3;ICP;4;2;0;268,68;;0;;268,68;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
18763;D;BPEMINHTA4;COL17CB06ZN2;0;A;06/04/2016;19/09/2003;13/07/2017;P;V;463;COP;3;ICP;4;2;0;289,214;;0;;289,214;;10,787;0;0;0;0;2,5998;NACIO;N;;;;;;;;
18764;D;BPEMINHTA4;COL17CB06ZO0;0;A;06/04/2016;19/09/2003;04/12/2023;P;V;2797;COP;3;ICP;4;2;0;267,804;;0;;267,804;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
18765;D;BPEMINHTA4;COL17CB06ZP7;0;A;06/04/2016;19/09/2003;30/09/2026;P;V;3827;COP;3;ICP;4;2;0;272,786;;0;;272,786;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
18766;D;BPEMINHTA3;COL17CB06ZQ5;0;A;06/04/2016;19/09/2003;24/08/2019;P;V;1235;COP;3;ICP;3;2;0;244,418;;0;;244,418;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
18767;D;BPEMINHTA4;COL17CB06ZR3;0;A;06/04/2016;19/09/2003;08/04/2025;P;V;3287;COP;3;ICP;4;2;0;275,741;;0;;275,741;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
18768;D;BPEMINHTA3;COL17CB06ZS1;0;A;06/04/2016;19/09/2003;22/01/2026;P;V;3576;COP;3;ICP;3;2;0;221,515;;0;;221,515;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
18769;D;BPEMINHTA4;COL17CB06ZT9;0;A;06/04/2016;19/09/2003;15/07/2027;P;V;4115;COP;3;ICP;4;2;0;267,801;;0;;267,801;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
18770;D;BPEMINHTA3;COL17CB06ZU7;0;A;06/04/2016;19/09/2003;09/08/2027;P;V;4140;COP;3;ICP;3;2;0;212,507;;0;;212,507;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
18771;D;BPEMINHTA3;COL17CB06ZV5;0;A;06/04/2016;19/09/2003;21/11/2025;P;V;3514;COP;3;ICP;3;2;0;222,049;;0;;222,049;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
18772;D;BPEMINHTA4;COL17CB06ZW3;0;A;06/04/2016;19/09/2003;30/08/2029;P;V;4891;COP;3;ICP;4;2;0;254,573;;0;;254,573;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
18773;D;BPEMINHTA4;COL17CB06ZX1;0;A;06/04/2016;19/09/2003;06/06/2030;P;V;5171;COP;3;ICP;4;2;0;239,435;;0;;239,435;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
18774;D;BPEMINHTA4;COL17CB06ZY9;0;A;06/04/2016;19/09/2003;26/12/2021;P;V;2089;COP;3;ICP;4;2;0;278,14;;0;;278,14;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
18775;D;BPEMINHTA4;COL17CB06ZZ6;0;A;06/04/2016;19/09/2003;13/03/2024;P;V;2896;COP;3;ICP;4;2;0;267,328;;0;;267,328;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
18776;D;BPEMINHTA4;COL17CB070A9;0;A;06/04/2016;19/09/2003;05/04/2025;P;V;3284;COP;3;ICP;4;2;0;281,862;;0;;281,862;;12,396;0;0;0;0;4,0901;NACIO;N;;;;;;;;
18777;D;BPEMINHTA4;COL17CB070B7;0;A;06/04/2016;19/09/2003;22/12/2029;P;V;5005;COP;3;ICP;4;2;0;253,909;;0;;253,909;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
18778;D;BPEMINHTA4;COL17CB070C5;0;A;06/04/2016;19/09/2003;14/10/2028;P;V;4571;COP;3;ICP;4;2;0;256,432;;0;;256,432;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
18779;D;BPEMINHTA3;COL17CB070D3;0;A;06/04/2016;19/09/2003;11/06/2029;P;V;4811;COP;3;ICP;3;2;0;198,942;;0;;198,942;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
18780;D;BPEMINHTA4;COL17CB070E1;0;A;06/04/2016;19/09/2003;25/06/2022;P;V;2270;COP;3;ICP;4;2;0;272,528;;0;;272,528;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
18781;D;BPEMINHTA3;COL17CB070F8;0;A;06/04/2016;19/09/2003;19/10/2027;P;V;4211;COP;3;ICP;3;2;0;211,873;;0;;211,873;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
18782;D;BPEMINHTA4;COL17CB070G6;0;A;06/04/2016;19/09/2003;16/07/2034;P;V;6671;COP;3;ICP;4;2;0;197,755;;0;;197,755;;14,541;0;0;0;0;6,0757;NACIO;N;;;;;;;;
18783;D;BPEMINHTA3;COL17CB070H4;0;A;06/04/2016;19/09/2003;23/10/2033;P;V;6405;COP;3;ICP;3;2;0;160,508;;0;;160,508;;14,099;0;0;0;0;5,6668;NACIO;N;;;;;;;;
18784;D;BPEMINHTA4;COL17CB070I2;0;A;06/04/2016;19/09/2003;04/01/2028;P;V;4288;COP;3;ICP;4;2;0;267,052;;0;;267,052;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
18785;D;BPEMINHTA4;COL17CB070J0;0;A;06/04/2016;19/09/2003;18/02/2032;P;V;5793;COP;3;ICP;4;2;0;234,486;;0;;234,486;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
18786;D;BPEMINHTA3;COL17CB070K8;0;A;06/04/2016;19/09/2003;26/12/2026;P;V;3914;COP;3;ICP;3;2;0;217,627;;0;;217,627;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
18787;D;BPEMINHTA4;COL17CB070L6;0;A;06/04/2016;19/09/2003;21/05/2030;P;V;5155;COP;3;ICP;4;2;0;239,569;;0;;239,569;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
18788;D;BPEMINHTA4;COL17CB070M4;0;A;06/04/2016;19/09/2003;17/06/2035;P;V;7007;COP;3;ICP;4;2;0;194,172;;0;;194,172;;14,541;0;0;0;0;6,0757;NACIO;N;;;;;;;;
18789;D;BPEMINHTA3;COL17CB070N2;0;A;06/04/2016;19/09/2003;26/01/2033;P;V;6135;COP;3;ICP;3;2;0;163,558;;0;;163,558;;14,099;0;0;0;0;5,6668;NACIO;N;;;;;;;;
18790;D;BPEMINHTA4;COL17CB070O0;0;A;06/04/2016;19/09/2003;15/02/2033;P;V;6155;COP;3;ICP;4;2;0;217,06;;0;;217,06;;14,099;0;0;0;0;5,6668;NACIO;N;;;;;;;;
18791;D;BPEMINHTA4;COL17CB070P7;0;A;06/04/2016;19/09/2003;05/12/2028;P;V;4623;COP;3;ICP;4;2;0;256,13;;0;;256,13;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
18792;D;BPEMINHTA4;COL17CB070Q5;0;A;06/04/2016;19/09/2003;26/05/2034;P;V;6620;COP;3;ICP;4;2;0;198,304;;0;;198,304;;14,541;0;0;0;0;6,0757;NACIO;N;;;;;;;;
18793;D;BPEMINHTA3;COL17CB070R3;0;A;06/04/2016;19/09/2003;16/09/2022;P;V;2353;COP;3;ICP;3;2;0;226,445;;0;;226,445;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
18794;D;BPEMINHTA4;COL17CB070T9;0;A;06/04/2016;19/09/2003;20/09/2018;P;V;897;COP;3;ICP;4;2;0;291,562;;0;;291,562;;11,137;0;0;0;0;2,9236;NACIO;N;;;;;;;;
18795;D;BPEMINHTA4;COL17CB070U7;0;A;06/04/2016;19/09/2003;16/02/2020;P;V;1411;COP;3;ICP;4;2;0;285,182;;0;;285,182;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
18796;D;BPEMINHTA4;COL17CB070V5;0;A;06/04/2016;19/09/2003;14/11/2030;P;V;5332;COP;3;ICP;4;2;0;238,116;;0;;238,116;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
18797;D;BPEMINHTA3;COL17CB070W3;0;A;06/04/2016;19/09/2003;03/02/2020;P;V;1398;COP;3;ICP;3;2;0;243,41;;0;;243,41;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
18798;D;BPEMINHTA4;COL17CB070X1;0;A;06/04/2016;19/09/2003;02/01/2030;P;V;5016;COP;3;ICP;4;2;0;253,834;;0;;253,834;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
18799;D;BPEMINHTA4;COL17CB070Y9;0;A;06/04/2016;19/09/2003;30/11/2023;P;V;2793;COP;3;ICP;4;2;0;267,831;;0;;267,831;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
18800;D;BPEMINHTA4;COL17CB070Z6;0;A;06/04/2016;19/09/2003;09/04/2022;P;V;2193;COP;3;ICP;4;2;0;272,919;;0;;272,919;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
18801;D;BPEMINHTA4;COL17CB071A7;0;A;06/04/2016;19/09/2003;29/07/2031;P;V;5589;COP;3;ICP;4;2;0;236,116;;0;;236,116;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
18802;D;BPEMINHTA4;COL17CB071B5;0;A;06/04/2016;19/09/2003;19/03/2026;P;V;3632;COP;3;ICP;4;2;0;274,855;;0;;274,855;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
18803;D;BPEMINHTA3;COL17CB071D1;0;A;06/04/2016;19/09/2003;24/04/2016;P;V;18;COP;3;ICP;3;2;0;251,942;;0;;251,942;;10,681;0;0;0;0;2,5018;NACIO;N;;;;;;;;
18804;D;BPEMINHTA4;COL17CB071E9;0;A;06/04/2016;19/09/2003;13/09/2016;P;V;160;COP;3;ICP;4;2;0;286,402;;0;;286,402;;10,4;0;0;0;0;2,2416;NACIO;N;;;;;;;;
18805;D;BPEMINHTA3;COL17CB071F6;0;A;06/04/2016;19/09/2003;29/12/2016;P;V;267;COP;3;ICP;3;2;0;253,145;;0;;253,145;;10,4;0;0;0;0;2,2407;NACIO;N;;;;;;;;
18806;D;BPEMINHTA4;COL17CB071G4;0;A;06/04/2016;19/09/2003;31/08/2016;P;V;147;COP;3;ICP;4;2;0;286,217;;0;;286,217;;10,401;0;0;0;0;2,2416;NACIO;N;;;;;;;;
18807;D;BPEMINHTA4;COL17CB071H2;0;A;06/04/2016;19/09/2003;31/12/2018;P;V;999;COP;3;ICP;4;2;0;292,361;;0;;292,361;;11,137;0;0;0;0;2,9236;NACIO;N;;;;;;;;
18808;D;BPEMINHTA4;COL17CB071I0;0;A;06/04/2016;19/09/2003;10/07/2017;P;V;460;COP;3;ICP;4;2;0;289,185;;0;;289,185;;10,787;0;0;0;0;2,5998;NACIO;N;;;;;;;;
18809;D;BPEMINHTA4;COL17CB071J8;0;A;06/04/2016;19/09/2003;05/11/2017;P;V;578;COP;3;ICP;4;2;0;289,57;;0;;289,57;;10,982;0;0;0;0;2,7802;NACIO;N;;;;;;;;
18810;D;BPEMINHTA4;COL17CB071K6;0;A;06/04/2016;19/09/2003;16/06/2021;P;V;1896;COP;3;ICP;4;2;0;278,774;;0;;278,774;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
18811;D;BPEMINHTA4;COL17CB071L4;0;A;06/04/2016;19/09/2003;06/07/2018;P;V;821;COP;3;ICP;4;2;0;290,986;;0;;290,986;;11,137;0;0;0;0;2,9236;NACIO;N;;;;;;;;
18812;D;BPEMINHTA4;COL17CB071M2;0;A;06/04/2016;19/09/2003;03/02/2020;P;V;1398;COP;3;ICP;4;2;0;285,135;;0;;285,135;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
18813;D;BPEMINHTA4;COL17CB071N0;0;A;06/04/2016;19/09/2003;05/06/2019;P;V;1155;COP;3;ICP;4;2;0;285,072;;0;;285,072;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
18814;D;BPEMINHTA3;COL17CB071P5;0;A;06/04/2016;19/09/2003;20/08/2022;P;V;2326;COP;3;ICP;3;2;0;226,721;;0;;226,721;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
18815;D;BPEMINHTA3;COL17CB071Q3;0;A;06/04/2016;19/09/2003;11/10/2016;P;V;188;COP;3;ICP;3;2;0;252,775;;0;;252,775;;10,4;0;0;0;0;2,2407;NACIO;N;;;;;;;;
18816;D;BPEMINHTA4;COL17CB071S9;0;A;06/04/2016;19/09/2003;22/02/2028;P;V;4337;COP;3;ICP;4;2;0;266,893;;0;;266,893;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
