ID;TIPO ACTIVO;VINCULADO O NO;TIPO TITULO;EMISOR;NIT;TIPO INVERSION;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO;DURACION;VPN
8508802;2;2;0;Banco Caja Social;8600073354;0;0;0;0;0;0;0;0;525366959.24
8508802;2;2;0;Banco Caja Social;8600073354;0;0;0;0;0;0;0;0;10700613.21
8508802;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;514943135.35
8508802;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0;0;0;527687883.14
8508802;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;62996333.6
8508802;2;2;0;Banco Pichincha S.A.;8902007567;0;0;0;0;0;0;0;0;10282215,00
8508802;2;2;0;Banco Pichincha S.A.;8902007567;0;0;0;0;0;0;0;0;193489167.18
8508802;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0;0;0;5814322172.86
8508802;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0;0;0;842654.16
8508805;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;45;1;0;132321160,00
8508805;1;2;34;Banco De Bogota S.A.;8600029644;2;1;1;1;2;45;1;0;61000000,00
8508805;1;2;34;Bolsa De Valores De Colombia S.A.;8300854261;2;1;1;1;2;45;1;0;5367600,00
8508805;1;2;37;Celsia S.A. E.S.P.;8110303227;2;1;1;1;1;45;1;0;41703600,00
8508805;1;2;37;Cementos Argos S.A.;8901002510;2;1;1;1;1;45;1;0;35640000,00
8508805;1;2;37;Cementos Argos S.A.;8901002510;2;1;1;1;1;45;1;0;35937000,00
8508805;1;2;37;Cementos Argos S.A.;8901002510;2;1;1;1;1;45;1;0;42768000,00
8508805;1;2;37;Cemex Latam Holdings S.A.U.;4444440361;2;1;1;1;1;45;1;0;35400000,00
8508805;1;2;37;Cemex Latam Holdings S.A.U.;4444440361;2;1;1;1;1;45;1;0;14820800,00
8508805;1;2;37;Canacol Energy Inc;9003571608;2;1;1;1;1;45;1;0;435000,00
8508805;1;2;37;Canacol Energy Inc;9003571608;2;1;1;1;1;45;1;0;870000,00
8508805;1;2;37;Canacol Energy Inc;9003571608;2;1;1;1;1;45;1;0;6525000,00
8508805;1;2;37;Constructora Conconcreto S.A.;8909011108;2;1;1;1;1;45;1;0;6961669,00
8508805;1;2;34;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;45;1;0;33455200,00
8508805;1;2;34;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;45;1;0;13120800,00
8508805;1;2;34;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;45;1;0;1079200,00
8508805;1;2;34;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;45;1;0;29024800,00
8508805;1;2;37;Ecopetrol S.A.;8999990681;2;1;1;1;1;45;1;0;43773450,00
8508805;1;2;37;Ecopetrol S.A.;8999990681;2;1;1;1;1;45;1;0;91341210,00
8508805;1;2;37;Ecopetrol S.A.;8999990681;2;1;1;1;1;45;1;0;28508790,00
8508805;1;2;37;Empresa De Energia De Bogota S.A. E.S.P.;8999990823;2;1;1;1;1;45;1;0;25090000,00
8508805;1;2;37;Empresa De Energia De Bogota S.A. E.S.P.;8999990823;2;1;1;1;1;45;1;0;13510000,00
8508805;1;2;37;Empresa De Energia De Bogota S.A. E.S.P.;8999990823;2;1;1;1;1;45;1;0;59830000,00
8508805;1;2;37;Empresa De Telecomunicaciones De Bogota S.A. E.S.P;8999991158;2;1;1;1;1;45;1;0;8574930,00
8508805;1;2;37;Almacenes Exito S.A.;8909006089;2;1;1;1;1;45;1;0;68670000,00
8508805;1;2;37;Grupo Argos S.A.;8909002663;2;1;1;1;1;45;1;0;10270000,00
8508805;1;2;37;Grupo Argos S.A.;8909002663;2;1;1;1;1;45;1;0;10270000,00
8508805;1;2;37;Grupo Argos S.A.;8909002663;2;1;1;1;1;45;1;0;20540000,00
8508805;1;2;37;Grupo Argos S.A.;8909002663;2;1;1;1;1;45;1;0;7599800,00
8508805;1;2;37;Grupo Argos S.A.;8909002663;2;1;1;1;1;45;1;0;36992540,00
8508805;1;2;37;Grupo Argos S.A.;8909002663;2;1;1;1;1;45;1;0;56464460,00
8508805;1;2;34;Grupo Aval Acciones Y Valores S.A.;8002161815;2;1;1;1;2;45;1;0;40460,00
8508805;1;2;34;Grupo De Inversiones Suramericana S.A.;8110122713;2;1;1;1;2;45;1;0;79480000,00
8508805;1;2;34;Grupo De Inversiones Suramericana S.A.;8110122713;2;1;1;1;2;45;1;0;2742060,00
8508805;1;2;34;Grupo De Inversiones Suramericana S.A.;8110122713;2;1;1;1;2;45;1;0;23804260,00
8508805;1;2;34;Grupo De Inversiones Suramericana S.A.;8110122713;2;1;1;1;2;45;1;0;96607940,00
8508805;1;2;37;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;34911680,00
8508805;1;2;37;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;9340960,00
8508805;1;2;37;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;2654400,00
8508805;1;2;37;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;7508160,00
8508805;1;2;37;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;5485760,00
8508805;1;2;37;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;21538560,00
8508805;1;2;37;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;18100480,00
8508805;1;2;37;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;28616960,00
8508805;1;2;37;Grupo Nutresa S.A.;8909000501;2;1;1;1;1;45;1;0;68681200,00
8508805;1;2;37;Grupo Nutresa S.A.;8909000501;2;1;1;1;1;45;1;0;61968000,00
8508805;1;2;37;Grupo Nutresa S.A.;8909000501;2;1;1;1;1;45;1;0;23496200,00
8508805;1;2;34;Grupo Aval Acciones Y Valores S.A.;8002161815;2;1;1;1;2;45;1;0;39685950,00
8508805;1;2;34;Grupo Aval Acciones Y Valores S.A.;8002161815;2;1;1;1;2;45;1;0;8114050,00
8508805;1;2;34;Grupo Aval Acciones Y Valores S.A.;8002161815;2;1;1;1;2;45;1;0;35850000,00
8508805;1;2;34;Grupo Aval Acciones Y Valores S.A.;8002161815;2;1;1;1;2;45;1;0;35850000,00
8508805;1;2;37;Aviancataca Holding S.A.;4444000011;2;1;1;1;1;45;1;0;44115,00
8508805;1;2;37;Aviancataca Holding S.A.;4444000011;2;1;1;1;1;45;1;0;23051385,00
8508805;1;2;37;Aviancataca Holding S.A.;4444000011;2;1;1;1;1;45;1;0;2389995,00
8508805;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;45;1;0;79150000,00
8508805;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;45;1;0;107644000,00
8508805;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;45;1;0;136138000,00
8508805;1;2;37;Cementos Argos S.A.;8901002510;2;1;1;1;1;45;1;0;52324680,00
8508805;1;2;34;Banco Davivienda S.A.;8600343137;2;1;1;1;2;45;1;0;78972480,00
8508805;1;2;34;Grupo Argos S.A.;8909002663;2;1;1;1;2;45;1;0;29250000,00
8508805;1;2;34;Grupo Argos S.A.;8909002663;2;1;1;1;2;45;1;0;53235000,00
8508805;1;2;34;Grupo De Inversiones Suramericana S.A.;8110122713;2;1;1;1;2;45;1;0;58110000,00
8508805;1;2;34;Grupo De Inversiones Suramericana S.A.;8110122713;2;1;1;1;2;45;1;0;38740000,00
8508805;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;1093757.45
8508805;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;968069.07
8508805;2;1;0;Helm Bank;8600076603;0;0;0;0;0;0;0;0;9217031.94
8508805;2;1;0;Helm Bank;8600076603;0;0;0;0;0;0;0;0;554304.07
