ID;TIPO ACTIVO;VINCULADO O NO;TIPO TITULOS;EMISOR;NIT;TIPO INVERSION;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO;DURACIÓN;VPN
13174;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;139;0;503110000
13174;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;80;0;1004460000
13174;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;251;0;1010070000
13174;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;4;0;1006260000
13174;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;85;0;501050000
13174;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;504;0;502695000
13174;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;53;0;2004580000
13174;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;338;0;3024870000
13174;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;522;0;1006390000
13174;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;536;0;501715000
13174;2;2;0;Banco Pichincha S.A.;8902007567;0;0;0;0;0;0;0;0;1154459410.34
13174;2;2;0;Banco Pichincha S.A.;8902007567;0;0;0;0;0;0;0;0;3167000
13174;2;2;0;Banco Pichincha S.A.;8902007567;0;0;0;0;0;0;0;0;53205957
13174;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;0
13174;2;2;0;Banco Santander De Negocios Colombia S.A.;9006281103;0;0;0;0;0;0;0;0;1526650903.35
13174;2;2;0;Banco Santander De Negocios Colombia S.A.;9006281103;0;0;0;0;0;0;0;0;4600420
13174;2;2;0;Banco Santander De Negocios Colombia S.A.;9006281103;0;0;0;0;0;0;0;0;1912554
13174;2;2;0;Banco Caja Social;8600073354;0;0;0;0;0;0;0;0;218586858.15
13174;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;686068679.6
13174;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0;0;0;11170740.68
13174;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;1000110857.52
13174;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;0
13174;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;0
13174;2;2;0;Banco Popular S.A.;8600077389;0;0;0;0;0;0;0;0;2155963.18
13174;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;0
13174;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;1481400
13174;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0;0;0;1976445.03
13174;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0;0;0;0
13174;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;1835434
13174;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0;0;0;0
13174;2;2;0;Banco Corpbanca Colombia S.A;8909039370;0;0;0;0;0;0;0;0;292153.32
13174;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;0
13174;2;2;0;Citibank Colombia S.A.;8600511354;0;0;0;0;0;0;0;0;4074295.06
