FONDO;TIPO ACTIVO;VINCULADO O NO;TIPÒ TITULO;EMISOR;NIT;TIPO INVERSION;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO;DURACION;VPN
85076219;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;47;0;501630000
85076219;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;341;0;1007260000
85076219;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;439;0;2004380000
85076219;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;138;0;503355000
85076219;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;149;0;502515000
85076219;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;403;0;502595000
85076219;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;1304;0;1062970000
85076219;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;877;0;511575000
85076219;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;920;0;517515000
85076219;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;556;0;1039490000
85076219;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;42;0;504640000
85076219;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;1;63;0;1004600000
85076219;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;1093;0;1035380000
85076219;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;342;0;1009340000
85076219;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;624;0;509510000
85076219;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;458;0;509875000
85076219;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;474;0;1053740000
85076219;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;433;0;522020000
85076219;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;1223;0;540290000
85076219;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;39;0;1015930000
85076219;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;114;0;511125000
85076219;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;306;0;1027320000
85076219;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;587;0;520980000
85076219;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;614;0;504570000
85076219;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;710;0;502810000
85076219;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;396;0;499640000
85076219;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;805;0;503595000
85076219;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;45;0;2030000000
85076219;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;90;0;501590000
85076219;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;405;0;1004870000
85076219;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;170;0;1003790000
85076219;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;257;0;1500765000
85076219;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;418;0;1521300000
85076219;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;422;0;1012350000
85076219;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;429;0;505890000
85076219;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;300;0;1014080000
85076219;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;328;0;509340000
85076219;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;1513;0;550940000
85076219;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;864;0;1193730000
