TIPO ACTIVO;CODIGO CARTERA;VINCULADO AL FONDO;TIPO DE TITULO;EMISOR;NIT;TIPO INVERSIÓN ;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACIÓN;DÍAS AL VTO.;DURACIÓN;VAN
123456;1;2;16;Banco Finandina S.A.;8600518946;2;1;1;1;2;4;31;0;1008680000
123456;1;2;16;Servicios Financieros S.A - Serfinansa C.F.;8600431866;2;1;1;1;2;4;31;0;508505000
123456;1;2;16;Rci Colombia S.A.;9009776290;2;1;1;1;2;4;31;0;500585000
123456;1;2;16;Banco Mundo Mujer;9007689337;2;1;1;1;2;4;214;0;506885000
123456;1;2;16;Servicios Financieros S.A - Serfinansa C.F.;8600431866;2;1;1;1;2;4;32;0;508805000
123456;1;2;3;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;4;214;0;702650000
123456;1;2;16;La Hipotecaria Compañía de Financiamiento S.A.;9006289300;2;1;1;1;2;4;38;0;1005230000
123456;1;2;16;Banco Mundo Mujer;9007689337;2;1;1;1;2;4;220;0;1001560000
123456;1;2;16;La Hipotecaria Compañía de Financiamiento S.A.;9006289300;2;1;1;1;2;1;48;0;501185000
123456;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;6;232;0;1002490000
123456;1;2;16;Banco Wwb S.A.;9003782122;2;1;1;1;2;4;233;0;1003390000
123456;1;2;16;Bancompartir S.A.;8600259715;2;1;1;1;2;4;52;0;1504080000
123456;1;2;16;Bancompartir S.A.;8600259715;2;1;1;1;2;1;233;0;1002250000
123456;1;2;16;Credifinanciera S.A.;9001682311;2;1;1;1;2;4;241;0;1000920000
123456;1;2;16;Credifinanciera S.A.;9001682311;2;1;1;1;2;4;242;0;1002340000
123456;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;4;89;0;504125000
123456;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;6;272;0;512680000
123456;1;2;3;Bancolombia S.A.;8909039388;2;1;1;1;2;4;87;0;412125000
123456;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;4;263;0;503230000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;263;0;502755000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;267;0;513675000
123456;1;2;16;La Hipotecaria Compañía de Financiamiento S.A.;9006289300;2;1;1;1;2;4;277;0;506700000
123456;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;4;278;0;5093450000
123456;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;281;0;1019830000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;173;0;4033560000
123456;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;4;292;0;3048180000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;296;0;13206830000
