COD;TIPO ACTIVO;VINCULADO AL FONDO;TIPO DE TÍTULO;EMISOR;NIT;TIPO INVERSIÓN ;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACIÓN;DÍAS AL VTO.;DURACIÓN;VPN
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;9323400
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;2046600
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;27970200
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;28652400
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;7003920
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;13462080
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;14553600
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;5912400
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;9096000
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;34110000
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;6367200
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;33200400
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;22740000
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;13644000
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;22740000
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;5912400
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;12325080
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;4366080
119158;1;2;34;Bancolombia S.A.;8909039388;2;1;1;1;2;Acciones  ;0;0;10551360
